#
# Rates from 'La Poste Colissimo' from France / March 2011
#
# This file is part of the django-colissimo module
#
# Official docs: http://www.laposte.fr/content/download/9317/67273/file/M%C3%A9tropole%20BP.pdf?espace=particulier
#
# This file is parsed by the 'genfixtures.py' script (in the same directory)
# which generates the initial fixture data to load into the database (using syncdb)
#
# Everything after a '#' is ignored (comments)
# Spaces between comas are ignored
# Lines starting with '::' must be a coma-separated line of values for (in this order):
#  model_name,fieldname1,fieldname2,...
#
# Author: Mathias Monnerville <mathias@monnerville.com>
#

# All supported regions
::region,name
France - Monaco - Andore
Outre-mer OM1
Outre-mer OM2
International Zone A
International Zone B
International Zone C
International Zone D

# All compensation rates, prices in Euro
::recommanded,level,price
R0,23 # 23E/kg
R1,50
R2,200
R3,400
R4,600
R5,800
ECO,23 # 23E/kg

######################### Region: France, Monaco, Andorra ######################

# Region: France, Monaco, Andorra
# Colissimo France sans recommande R0
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 5.60,  0,1,1,1,1
  1, 6.95,  0,1,1,1,1
  2, 7.95,  0,1,1,1,1
  3, 8.95,  0,1,1,1,1
  5,10.95,  0,1,1,1,1
  7,12.95,  0,1,1,1,1
 10,15.95,  0,1,1,1,1
 15,18.20,  0,1,1,1,1
 30,24.90,  0,1,1,1,1

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R1
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 8.10,  1,1,1,1,2
  1, 9.45,  1,1,1,1,2
  2,10.45,  1,1,1,1,2
  3,11.45,  1,1,1,1,2
  5,13.45,  1,1,1,1,2
  7,15.45,  1,1,1,1,2
 10,18.45,  1,1,1,1,2
 15,20.70,  1,1,1,1,2
 30,27.40,  1,1,1,1,2

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R2
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 9.00,  1,1,1,1,3
  1,10.35,  1,1,1,1,3
  2,11.35,  1,1,1,1,3
  3,12.35,  1,1,1,1,3
  5,14.35,  1,1,1,1,3
  7,16.35,  1,1,1,1,3
 10,19.35,  1,1,1,1,3
 15,21.60,  1,1,1,1,3
 30,28.30,  1,1,1,1,3

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R3
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5, 10.20,  1,1,1,1,4
  1,11.55,  1,1,1,1,4
  2,12.55,  1,1,1,1,4
  3,13.55,  1,1,1,1,4
  5,15.55,  1,1,1,1,4
  7,17.55,  1,1,1,1,4
 10,20.55,  1,1,1,1,4
 15,22.80,  1,1,1,1,4
 30,29.50,  1,1,1,1,4

# Region: France, Monaco, Andorra
# Colissimo France avec recommande R4
::rate,weight,price,signature,deposit,tracking,region,recommanded
0.5,11.40,  1,1,1,1,5
  1,12.75,  1,1,1,1,5
